stop_I,stop_id,code,name,desc,lat,lon,parent_I,location_type,wheelchair_boarding,self_or_parent_I
1,1010103,2008,Kirkkokatu,Mariankatu 13,60.17127,24.95657,,0,2,1
2,1010105,2010,Vironkatu,Mariankatu 17,60.17258,24.956554,,0,2,2
3,1010107,2014,Meritullinkatu,Liisankatu 8,60.17418,24.95688,,0,2,3
4,1010108,2013,Meritullinkatu,Liisankatu 11,60.174297,24.956514,,0,2,4
5,1010109,2016,Liisanpuistikko,Liisankatu,60.17428,24.96071,,0,2,5
6,1010110,2015,Liisanpuistikko,Liisankatu 1,60.17433,24.96023,,0,2,6
7,1010124,0454,Snellmaninkatu,Liisankatu 20,60.17401,24.95236,,0,1,7
8,1010125,0455,Snellmaninkatu,Liisankatu 25,60.17407,24.95208,,0,1,8
9,1010126,2018,Liisanpuistikko,Pohjoisranta,60.17398,24.96117,,0,2,9
10,1010127,2017,Pohjoisranta,Kirkkokatu 1,60.17103,24.95895,,0,2,10
11,1010128,2012,Liisankatu,Mariankatu 23,60.17397,24.9562,,0,2,11
12,1010419,0450,Hallituskatu,Snellmaninkatu 4,60.17014,24.953501,,0,1,12
13,1010420,0451,Hallituskatu,Snellmaninkatu 3,60.17036,24.95353,,0,2,13
14,1010421,0453,Kansallisarkisto,Snellmaninkatu 13,60.17216,24.95335,,0,1,14
15,1010422,0452,Kansallisarkisto,Snellmaninkatu 8,60.17183,24.95326,,0,1,15
16,1010424,0408,Ritarihuone,Aleksanterinkatu,60.16915,24.95611,,0,1,16
17,1010425,0407,Ritarihuone,Aleksanterinkatu 10,60.16912,24.95556,,0,1,17
18,1010427,0455,Snellmaninkatu,Liisankatu 25,60.17407,24.95208,,0,2,18
19,1010428,0454,Snellmaninkatu,Liisankatu 20,60.17401,24.95236,,0,2,19
20,1010451,0448,Senaatintori,Aleksanterinkatu,60.16906,24.95146,,0,1,20
22,1020105,2061,Kaisaniemenpuisto,Unioninkatu 43,60.17502,24.95049,,0,2,22
23,1020106,2060,Kaisaniemenpuisto,Kaisaniemenkatu,60.17348,24.94914,,0,2,23
24,1020113,2041,Rautatientori,Rautatientori,60.17072,24.94324,7513.0,0,0,7513
25,1020115,2043,Rautatientori,Rautatientori,60.17141,24.94266,7513.0,0,0,7513
26,1020116,2044,Rautatientori,Rautatientori,60.17108,24.94283,7513.0,0,0,7513
27,1020117,2045,Rautatientori,Rautatientori,60.17133,24.94277,7513.0,0,0,7513
28,1020119,2047,Rautatientori,Rautatientori,60.17095,24.94308,7513.0,0,0,7513
29,1020120,2048,Rautatientori,Rautatientori,60.17132,24.94302,7513.0,0,0,7513
30,1020121,2049,Rautatientori,Rautatientori,60.17164,24.94299,7513.0,0,0,7513
31,1020122,2050,Rautatientori,Rautatientori,60.17085,24.94333,7513.0,0,0,7513
32,1020123,2051,Rautatientori,Rautatientori,60.17134,24.94329,7513.0,0,0,7513
33,1020124,2056,Kaivokatu,Kaivokatu,60.170187,24.939029,,0,2,33
34,1020128,2020,Elielinaukio,Elielinaukio,60.171203,24.93958,7512.0,0,0,7512
35,1020129,2021,Elielinaukio,Elielinaukio,60.17165,24.93972,7512.0,0,0,7512
36,1020131,2022,Elielinaukio,Elielinaukio,60.17182,24.93984,7512.0,0,0,7512
37,1020132,2025,Elielinaukio,Elielinaukio,60.17195,24.93975,7512.0,0,0,7512
38,1020133,2023,Elielinaukio,Elielinaukio,60.17179,24.93974,7512.0,0,0,7512
39,1020134,2057,Rautatientori,Kaivokatu 4,60.17034,24.94382,7513.0,0,2,7513
40,1020135,2024,Elielinaukio,Elielinaukio,60.17186,24.93972,7512.0,0,0,7512
41,1020140,2055,Kaivokatu,Kaivokatu 12,60.17022,24.93943,,0,2,41
42,1020169,2059,Kaisaniemenpuisto,Kaisaniemenkatu,60.173545,24.94981,,0,2,42
43,1020171,2038,Postitalo,Postikatu,60.170863,24.938568,,0,0,43
44,1020174,1903,Lasipalatsi,Mannerheimintie 9,60.17033,24.93807,,0,2,44
45,1020175,2058,Rautatientori,Mikonkatu,60.17113,24.9448,7513.0,0,2,7513
46,1020176,2039,Postitalo,Postikatu,60.17101,24.938253,,0,1,46
47,1020177,1902,Lasipalatsi,Mannerheimintie,60.170197,24.937442,,0,0,47
48,1020182,2042,Rautatientori,Rautatientori,60.17098,24.9427,7513.0,0,0,7513
49,1020201,,Rautatientori,Vilhonkatu,60.17192,24.94376,7513.0,0,0,7513
50,1020228,2020,Elielinaukio,Elielinaukio,60.17113,24.93974,7512.0,0,0,7512
51,1020239,2026,Elielinaukio,Elielinaukio,60.172,24.93977,7512.0,0,0,7512
52,1020241,2027,Elielinaukio,Elielinaukio,60.17205,24.93972,7512.0,0,0,7512
53,1020243,2028,Elielinaukio,Elielinaukio,60.17211,24.93974,7512.0,0,0,7512
54,1020245,2029,Elielinaukio,Elielinaukio,60.17218,24.9397,7512.0,0,0,7512
55,1020401,0425,Mikonkatu,Mikonkatu,60.17035,24.94545,,0,0,55
56,1020402,0424,Mikonkatu,Mikonkatu,60.17021,24.94523,,0,0,56
57,1020443,0102,Lasipalatsi,Mannerheimintie,60.17023,24.93798,,0,1,57
58,1020444,0101,Lasipalatsi,Mannerheimintie 9,60.17045,24.9377,,0,1,58
59,1020446,0401,Ylioppilastalo,Aleksanterinkatu,60.16874,24.94248,,0,2,59
60,1020447,0402,Ylioppilastalo,Aleksanterinkatu,60.16886,24.94206,,0,2,60
61,1020448,0403,Aleksanterinkatu,Aleksanterinkatu 42,60.1689,24.94686,,0,1,61
62,1020449,0404,Aleksanterinkatu,Aleksanterinkatu 13,60.16893,24.94613,,0,1,62
63,1020450,0405,Senaatintori,Aleksanterinkatu,60.16901,24.95046,,0,1,63
64,1020453,0301,Rautatieasema,Kaivokatu,60.17036,24.9413,,0,1,64
65,1020454,0302,Rautatieasema,Kaivokatu,60.1704,24.94061,,0,2,65
66,1020455,0406,Senaatintori,Aleksanterinkatu,60.16896,24.94983,,0,1,66
67,1020457,0303,Kaisaniemenkatu,Kaisaniemenkatu 7,60.171783,24.947617,,0,1,67
68,1020458,0304,Kaisaniemenkatu,Kaisaniemenkatu,60.17165,24.94751,,0,1,68
69,1020459,0305,Kaisaniemenpuisto,Kaisaniemenkatu,60.1736,24.94958,,0,2,69
70,1020460,0306,Kaisaniemenpuisto,Kaisaniemenkatu,60.17331,24.94921,,0,2,70
71,1020463,0701,Ylioppilastalo,Mannerheimintie 1,60.16823,24.9411,,0,1,71
72,1020464,0702,Ylioppilastalo,Mannerheimintie,60.16776,24.94159,,0,2,72
73,1020501,0070,Helsinki,Kaivokatu 1,60.171298,24.941671,7543.0,0,0,7543
74,1020502,0070,Helsinki,Kaivokatu 1,60.17272,24.939911,7543.0,0,0,7543
75,1020503,,Helsinki,Kaivokatu 1,60.172992,24.942044,,0,0,75
76,1020551,0070,Helsinki,Kaivokatu 1,60.1713,24.941401,7543.0,0,0,7543
77,1020552,0070,Helsinki,Kaivokatu 1,60.172732,24.939551,7543.0,0,0,7543
78,1020553,,Helsinki,Kaivokatu 1,60.172987,24.941576,,0,0,78
79,1020601,0014,Rautatientori,Rautatientori,60.17036,24.94114,7526.0,0,0,7526
80,1020602,0014,Rautatientori,Rautatientori,60.17036,24.94114,7526.0,0,0,7526
81,1020603,0015,Helsingin yliopisto,Metro,60.171671,24.947286,7527.0,0,0,7527
82,1020604,0015,Helsingin yliopisto,Kaisaniemi,60.171671,24.947286,7527.0,0,0,7527
83,1030102,1900,Erottaja,Mannerheimintie,60.16714,24.94234,,0,2,83
84,1030113,0705,Johanneksenkirkko,Yrjönkatu,60.16332,24.94539,,0,1,84
85,1030119,1197,Kolmikulma,Erottajankatu 5,60.16522,24.94405,,0,2,85
86,1030121,1001,Erottaja,Erottaja,60.16701,24.94348,,0,1,86
87,1030122,1901,Erottaja,Mannerheimintie,60.16749,24.94248,,0,2,87
88,1030423,0429,Kauppatori,Eteläesplanadi,60.16743,24.95168,,0,2,88
89,1030424,0430,Kauppatori,Eteläesplanadi,60.16736,24.95171,,0,2,89
90,1030425,0431,Kauppatori,Eteläranta,60.16761,24.9522,,0,2,90
91,1030426,0432,Eteläranta,Eteläranta 10,60.1651,24.95253,,0,1,91
92,1030427,0433,Eteläranta,Eteläranta,60.1652,24.95261,,0,1,92
93,1030428,0703,Kolmikulma,Erottajankatu 11,60.16516,24.94395,,0,2,93
94,1030429,0704,Kolmikulma,Erottajankatu,60.16505,24.9439,,0,2,94
95,1030701,0099,Kauppatori,Kauppatori,60.167248,24.955786,,0,0,95
96,1040102,1005,Fredrikinkatu,Bulevardi 13,60.1642,24.93651,,0,2,96
97,1040104,1003,Vanha kirkkopuisto,Bulevardi,60.16587,24.94125,,0,2,97
98,1040106,,"Kamppi(M), tulo",Salomonkatu,60.16868,24.92981,,0,0,98
99,1040107,0234,Kamppi (M),Fredrikinkatu,60.16867,24.93077,,0,0,99
100,1040112,1222,Kamppi(M),Fredrikinkatu,60.168402,24.930978,,0,0,100
101,1040115,1220,Kamppi(M),Runeberginkatu 4,60.168775,24.92859,,0,2,101
102,1040116,0232,Simonkatu,Simonkatu 12,60.168809,24.935728,,0,2,102
103,1040117,0231,Simonkatu,Simonkatu 9,60.16875,24.9353,,0,2,103
104,1040123,1211,Bulevardi,Fredrikinkatu 39,60.16494,24.93622,,0,2,104
105,1040124,1210,Bulevardi,Albertinkatu,60.163645,24.934098,,0,2,105
106,1040125,1213,Kampintori,Fredrikinkatu 55,60.16725,24.93274,,0,2,106
107,1040126,1212,Lapinlahden puist.,Albertinkatu 42,60.165618,24.931375,,0,2,107
108,1040127,1217,Kampintori,Urho Kekkosen Katu,60.1684,24.93178,,0,0,108
109,1040129,1272,Arkadian puisto,Arkadiankatu 4-6,60.17112,24.93338,,0,2,109
110,1040130,1224,Fredrikinkatu,Etel. Rautatiekatu,60.17016,24.92995,,0,2,110
111,1040133,1009,Ruoholahdenkatu,Ruoholahdenkatu,60.165495,24.9269,,0,2,111
112,1040139,1239,"Kamppi(M), lait. 72",Salomonkatu,60.16871,24.93007,,0,1,112
113,1040141,1238,"Kamppi(M), lait. 71",Salomonkatu,60.168612,24.930203,,0,0,113
114,1040144,1237,Kamppi(M),Fredrikinkatu 65,60.169432,24.930045,,0,1,114
115,1040146,1240,Kamppi,Fredrikinkatu 65,60.169651,24.929501,,0,1,115
116,1040153,1169,Hietalahdentori,Hietalahdenranta,60.16196,24.92906,,0,2,116
117,1040155,1167,Hietalahti,Hietalahdenranta,60.16192,24.92366,,0,2,117
118,1040157,1168,Hietalahti,Hietalahdenranta,60.1611,24.92455,,0,2,118
119,1040196,1216,Kampintori,Urho Kekkosen katu,60.168381,24.93238,,0,2,119
120,1040231,1232,Lapinrinne,Lapinrinne 2,60.164945,24.924775,,0,0,120
121,1040233,1234,Lapinrinne,Lapinrinne,60.164878,24.924124,,0,0,121
122,1040234,1233,Lapinrinne,Lapinrinne,60.16627,24.92699,,0,0,122
123,1040271,1241,Kamppi,Kamppi,60.169119,24.932058,7511.0,0,0,7511
124,1040272,1242,Kamppi,Kamppi,60.169092,24.931967,7511.0,0,0,7511
125,1040273,1243,Kamppi,Kamppi,60.169066,24.931895,7511.0,0,0,7511
126,1040274,1244,Kamppi,Kamppi,60.16904,24.931804,7511.0,0,0,7511
127,1040275,1245,Kamppi,Kamppi,60.169022,24.931713,7511.0,0,0,7511
128,1040276,1246,Kamppi,Kamppi,60.169,24.93164,7511.0,0,0,7511
129,1040277,1247,Kamppi,Kamppi,60.16898,24.93155,7511.0,0,0,7511
130,1040278,1248,Kamppi,Kamppi,60.16895,24.93146,7511.0,0,0,7511
131,1040279,1249,Kamppi,Kamppi,60.16892,24.93137,7511.0,0,0,7511
132,1040280,1250,Kamppi,Kamppi,60.1689,24.93128,7511.0,0,0,7511
133,1040281,1251,Kamppi,Kamppi,60.16887,24.93119,7511.0,0,0,7511
134,1040282,1252,Kamppi,Kamppi,60.16885,24.93109,7511.0,0,0,7511
135,1040283,1253,Kamppi,Kamppi,60.16882,24.931,7511.0,0,0,7511
136,1040284,1254,Kamppi,Kamppi,60.1688,24.93093,7511.0,0,0,7511
137,1040285,1255,Kamppi,Kamppi,60.16878,24.93086,7511.0,0,0,7511
138,1040289,,"Kamppi, tulo",Kamppi,60.1688,24.93012,7511.0,0,0,7511
139,1040290,,Hki linja-autoasema,Kamppi,60.169621,24.932544,,0,0,139
140,1040291,,Hki linja-autoasema,Kamppi,60.169806,24.933072,,0,0,140
141,1040401,0803,Fredrikinkatu,Bulevardi 18-20,60.1647,24.93812,,0,2,141
142,1040404,0820,Länsilinkki,Ruoholahdenranta,60.16281,24.92305,,0,0,142
143,1040405,0821,Länsilinkki,Ruoholahdenranta,60.1627,24.92315,,0,0,143
144,1040406,0822,Ruoholahden villat,Ruoholahdenkatu,60.16545,24.92693,,0,0,144
145,1040407,0823,Ruoholahden villat,Ruoholahdenkatu,60.1654,24.92675,,0,0,145
146,1040408,0824,Kampintori,Malminrinne,60.16795,24.93143,,0,0,146
147,1040409,0825,Kampintori,Malminrinne,60.16776,24.9313,,0,0,147
148,1040410,0232,Simonkatu,Simonkatu,60.168809,24.935728,,0,0,148
149,1040411,0231,Simonkatu,Simonkatu,60.16875,24.9353,,0,0,149
150,1040412,0234,Kamppi (M),Fredrikinkatu,60.168667,24.930767,,0,0,150
151,1040413,0233,Kamppi(M),Fredrikinkatu,60.16887,24.93064,,0,0,151
152,1040437,0801,Erottaja,Bulevardi 6,60.1661,24.94215,,0,2,152
153,1040438,0804,Fredrikinkatu,Bulevardi 9,60.16465,24.93775,,0,2,153
154,1040440,0805,Aleksant. teatteri,Bulevardi 30,60.163177,24.933713,,0,2,154
155,1040441,0808,Hietalahdentori,Hietalahdenkatu,60.16223,24.92956,,0,2,155
156,1040442,0810,Hietalahdenkatu,Hietalahdenkatu,60.16346,24.92768,,0,2,156
157,1040443,0812,Kalevankatu,Kalevankatu,60.16281,24.92489,,0,2,157
158,1040444,0809,Köydenpunojankatu,Hietalahdenranta 15,60.1617,24.928,,0,2,158
159,1040445,0802,Erottaja,Bulevardi 3,60.16621,24.94236,,0,2,159
160,1040446,0811,Hietalahti,Ruoholahdenranta,60.16146,24.92483,,0,2,160
161,1040480,0217,Marian sairaala,Mechelininkatu,60.16843,24.92115,,0,1,161
162,1040481,0218,Marian sairaala,Mechelininkatu,60.1673,24.9212,,0,1,162
163,1040601,0013,Kamppi,Kamppi,60.168901,24.931497,7525.0,0,0,7525
164,1040602,0013,Kamppi,Kamppi,60.168901,24.931515,7525.0,0,0,7525
165,1050106,0813,Iso Roobertinkatu,Fredrikinkatu 29,60.16288,24.93909,,0,2,165
166,1050107,1170,Iso Roobertinkatu,Albertinkatu 26-28,60.16251,24.93597,,0,2,166
167,1050108,0815,Viiskulma,Fredrikinkatu 19,60.161274,24.941349,,0,2,167
168,1050109,1174,Viiskulma,Pursimiehenkatu,60.16061,24.94144,,0,2,168
169,1050110,1172,Merimiehenkatu,Albertinkatu 10,60.16091,24.93812,,0,2,169
170,1050111,1004,Annankatu,Uudenmaankatu 14,60.16449,24.94094,,0,2,170
171,1050112,1180,Tehtaanpuisto,Tehtaankatu,60.15805,24.94035,,0,1,171
172,1050113,0444,Perämiehenkatu,Tehtaankatu,60.15783,24.93573,,0,2,172
173,1050114,1010,Hietalahdentori,Hietalahdenranta,60.16133,24.9294,,0,0,173
174,1050115,0445,Perämiehenkatu,Tehtaankatu 34,60.157802,24.935992,,0,2,174
175,1050116,1006,Albertinkatu,Uudenmaankatu,60.16277,24.93603,,0,0,175
176,1050117,1179,Tehtaanpuisto,Tehtaankatu,60.15802,24.94078,,0,2,176
177,1050120,1198,Kolmikulma,Yrjönkatu 12,60.16477,24.94331,,0,2,177
178,1050408,0815,Viiskulma,Fredrikinkatu 19,60.161274,24.941349,,0,1,178
179,1050412,0816,Viiskulma,Fredrikinkatu 12,60.16089,24.94178,,0,1,179
180,1050413,0813,Iso Roobertinkatu,Fredrikinkatu 21,60.16288,24.93909,,0,2,180
181,1050414,0814,Iso Roobertinkatu,Fredrikinkatu 20,60.16278,24.93903,,0,1,181
182,1050415,0444,Perämiehenkatu,Tehtaankatu,60.15783,24.93573,,0,1,182
183,1050416,0445,Perämiehenkatu,Tehtaankatu 34,60.157802,24.935992,,0,1,183
184,1050417,0446,Telakkakatu,Pursimiehenkatu 29,60.158449,24.934163,,0,2,184
185,1050432,0807,Hietalahdentori,Bulevardi 42,60.162237,24.931177,,0,2,185
186,1050439,0806,Aleksant. teatteri,Bulevardi 25,60.16318,24.93368,,0,2,186
187,1060101,1177,Eira,Laivurinkatu 3,60.15562,24.9425,,0,0,187
188,1060102,1175,Eiran sairaala,Laivurinkatu 27,60.15769,24.9415,,0,2,188
189,1060103,1176,Eiran sairaala,Laivurinkatu,60.15788,24.94127,,0,2,189
190,1060129,1178,Eira,Laivurinkatu,60.1554,24.94244,,0,2,190
191,1070104,1209,Merikatu,Merikatu,60.15591,24.94897,,0,2,191
192,1070105,1207,Neitsytpolku,Pietarinkatu 9,60.15751,24.94903,,0,2,192
193,1070106,1208,Meritori,Merikatu,60.15559,24.94633,,0,2,193
194,1070107,1205,Kapteeninpuistikko,Kapteeninkatu 7,60.157425,24.945507,,0,2,194
195,1070108,1206,Kapteeninpuistikko,Kapteeninkatu 10,60.15686,24.94528,,0,2,195
196,1070109,1203,Vuorimiehen puist.,Kapteeninkatu,60.15925,24.94666,,0,2,196
197,1070110,1204,Vuorimiehen puist.,Kapteeninkatu 26,60.15907,24.94652,,0,2,197
198,1070111,1201,Tarkk´ampujankatu,Korkeavuorenkatu 11,60.16121,24.94652,,0,2,198
199,1070112,1202,Tarkk´ampujankatu,Korkeavuorenkatu 6,60.16075,24.94636,,0,2,199
200,1070114,0706,Johanneksenkirkko,Yrjönkatu,60.1628,24.94603,,0,1,200
201,1070414,0706,Johanneksenkirkko,Yrjönkatu,60.1628,24.94603,,0,1,201
202,1070417,0436,Kaivopuisto,Tehtaankatu,60.159542,24.95471,,0,2,202
203,1070418,0437,Kaivopuisto,Tehtaankatu 2,60.15956,24.95505,,0,2,203
204,1070419,0438,Neitsytpolku,Tehtaankatu 1,60.1585,24.94946,,0,1,204
205,1070420,0439,Neitsytpolku,Tehtaankatu 12,60.158483,24.949833,,0,1,205
206,1070421,0440,Kapteeninkatu,Tehtaankatu 11,60.15823,24.94513,,0,2,206
207,1070422,0441,Kapteeninkatu,Tehtaankatu,60.15825,24.94543,,0,2,207
208,1070423,0442,Eiran sairaala,Tehtaankatu 21,60.15806,24.94163,,0,2,208
209,1070424,0443,Eiran sairaala,Tehtaankatu 30,60.158017,24.9419,,0,2,209
210,1070425,0708,Tarkk´ampujankatu,Tarkk ampujankatu 2,60.161023,24.947501,,0,1,210
211,1070426,0707,Kirurgi,Kasarmikatu 11,60.16211,24.94831,,0,2,211
212,1070427,0705,Johanneksenkirkko,Yrjönkatu,60.16332,24.94539,,0,1,212
213,1080403,0409,Tove Janssonin p.,Kruunuvuorenkatu,60.1674,24.96286,,0,1,213
214,1080404,0410,Tove Janssonin p.,Satamakatu,60.16743,24.96186,,0,2,214
215,1080405,0411,Kauppiaankatu,Kruunuvuorenkatu,60.16676,24.96486,,0,1,215
216,1080406,0412,Kauppiaankatu,Kruunuvuorenkatu 7,60.16681,24.96485,,0,1,216
217,1080407,0413,Vyökatu,Merikasarminkatu,60.16611,24.96915,,0,1,217
218,1080408,0414,Vyökatu,Merikasarminkatu,60.16618,24.96881,,0,1,218
219,1080409,0415,Puolipäivänkatu,Merikasarminkatu,60.16675,24.97206,,0,2,219
220,1080410,0416,Puolipäivänkatu,Merikasarminkatu,60.16669,24.97179,,0,1,220
221,1080411,0417,Merisotilaantori,Merisotilaantori,60.1676,24.97551,,0,2,221
222,1080413,0420,Katajanokan term.,Mastokatu,60.16428,24.9697,,0,1,222
223,1080414,0419,Mastokatu,Kruunuvuorenkatu 6,60.16553,24.96853,,0,1,223
224,1080415,0418,Mastokatu,Kruunuvuorenkatu 15,60.16563,24.96831,,0,1,224
225,1080416,0421,Merisotilaantori,Merikasarminkatu,60.16735,24.97428,,0,2,225
226,1080701,0097,Katajanokka,Katajanokka,60.167161,24.979922,,0,0,226
227,1090415,0434,Olympialaituri,Laivasillankatu,60.16153,24.95633,,0,1,227
228,1090416,0435,Olympialaituri,Laivasillankatu,60.16156,24.95638,,0,1,228
229,1100101,2511,Merihaka,Haapaniemenkatu,60.17905,24.9605,,0,2,229
230,1100102,2514,Hanasaari,Sörnäisten rantatie,60.18206,24.96208,,0,2,230
231,1100103,2515,Hanasaari,Sörnäisten rantatie,60.18239,24.96182,,0,2,231
232,1100104,2555,Kalasatama,Vanha talvitie,60.189087,24.974494,,0,0,232
233,1100105,2518,Suvilahti,Sörnäisten rantatie,60.18688,24.96915,,0,2,233
234,1100106,2556,Panimokatu,Panimokatu,60.188838,24.973242,,0,0,234
235,1100107,2519,Suvilahti,Sörnäisten rantat.33,60.18769,24.96954,,0,2,235
236,1100108,2559,Kalasatama(M),Itäväylä,60.186552,24.975885,,0,0,236
237,1100111,2557,Kalasatama(M),Itäväylä,60.186438,24.976371,,0,0,237
238,1100112,2558,Kalasatama(M),Itäväylä,60.186437,24.976374,,0,0,238
239,1100119,3000,Tynnyrintekijänkatu,Tynnyrintekijänk. 2,60.189218,24.971152,,0,2,239
240,1100120,3001,Tynnyrintekijänkatu,Tynnyrintekijänk. 1,60.18906,24.97123,,0,2,240
241,1100121,2516,Suvilahti,Sörnäisten rantatie,60.186005,24.967998,,0,2,241
242,1100122,2517,Käenkuja,Sörnäisten rantat.25,60.185206,24.966406,,0,2,242
243,1100123,2561,Sörnäistenlaituri,Capellan puistotie,60.186327,24.982079,,0,0,243
244,1100124,2560,Junonkatu,Polariksenkatu,60.184297,24.979837,,0,0,244
245,1100125,2407,Haapaniemi,Hämeentie,60.18301,24.95813,,0,2,245
246,1100149,2509,Merihaka,Haapaniemenkatu,60.17887,24.96059,,0,2,246
247,1100151,2510,Merihaka,Haapaniemenkatu,60.17892,24.96067,,0,2,247
248,1100159,2551,Tynnyrintekijänkatu,Junatie,60.18875,24.96923,,0,2,248
249,1100160,2550,Tynnyrintekijänkatu,Junatie,60.1886,24.96962,,0,2,249
250,1100168,3007,Agroksenkuja,Hermannin rantatie,60.19358,24.97782,,0,2,250
251,1100601,0018,Kalasatama,Kalasatama,60.187619,24.977214,7530.0,0,0,7530
252,1100602,0018,Kalasatama,Kalasatama,60.187646,24.977251,7530.0,0,0,7530
253,1111112,2403,Hakaniemi,Siltasaarenkatu,60.17932,24.95073,7521.0,0,1,7521
254,1111114,2402,Hakaniemi,Siltasaarenkatu 14,60.1788,24.94977,7521.0,0,2,7521
255,1111118,2503,Hakaniemi,Hakaniemen torikatu,60.1794,24.95225,7521.0,0,2,7521
256,1111119,2504,Hakaniemi,Hakaniemen torikatu,60.17872,24.95219,7521.0,0,2,7521
257,1111131,0253,Kallion virastotalo,Siltasaarenkatu 11,60.180568,24.9498,,0,2,257
258,1111142,2401,Hakaniemi,Siltasaarenkatu,60.17886,24.95075,7521.0,0,2,7521
259,1111143,2507,Hakaniemi,Hakaniemenranta,60.17828,24.95305,,0,2,259
260,1111146,2513,Merihaka,Sörnäisten rantatie,60.17987,24.9576,,0,2,260
261,1111150,2505,Hakaniemi,Hakaniemenranta,60.17816,24.95152,7521.0,0,2,7521
262,1111151,2502,Hakaniemi,Hakaniemen torikatu,60.179068,24.952165,7521.0,0,2,7521
263,1111180,2506,Hakaniemi,Hakaniemenranta,60.17844,24.95263,,0,2,263
264,1111266,2501,Hakaniemi,,60.17965,24.95275,7521.0,0,0,7521
265,1111427,0307,Hakaniemi,Siltasaarenkatu,60.17925,24.95038,,0,1,265
266,1111428,0251,Hakaniemi,Siltasaarenkatu,60.17923,24.95011,,0,1,266
267,1111429,0252,Hakaniemi,Siltasaarenkatu,60.17885,24.95006,,0,1,267
268,1111430,0308,Hakaniemi,Siltasaarenkatu,60.17891,24.9503,,0,1,268
269,1111431,0253,Kallion virastotalo,Siltasaarenkatu 11,60.18056,24.9497,,0,2,269
270,1111601,0016,Hakaniemi,Hakaniemi,60.17934,24.950533,7528.0,0,0,7528
271,1111602,0016,Hakaniemi,Hakaniemi,60.17934,24.950533,7528.0,0,0,7528
272,1112103,0226,Kallion virastotalo,Toinen linja,60.181563,24.948399,,0,1,272
273,1112104,0227,Castréninkatu,Toinen linja 25,60.18287,24.94524,,0,1,273
274,1112105,0228,Castréninkatu,Toinen linja,60.18276,24.94536,,0,2,274
275,1112122,2508,Kallion virastotalo,Porthaninkatu 2,60.181589,24.948449,,0,2,275
276,1112126,2404,Haapaniemi,Hämeentie 16,60.18182,24.95482,,0,2,276
277,1112137,2129,Kallion virastotalo,Toinen linja 7,60.18141,24.94897,,0,2,277
278,1112152,0229,Kuntatalo,Toinen linja 33,60.18445,24.94114,,0,2,278
279,1112153,2128,Kuntatalo,Toinen linja 14,60.18415,24.94172,,0,2,279
280,1112154,2127,Wallininkatu,Alppikatu 9,60.18556,24.94337,,0,2,280
281,1112155,2126,Wallininkatu,Alppikatu 8,60.18563,24.94331,,0,2,281
282,1112432,0254,Kallion virastotalo,Porthaninkatu 2,60.181274,24.949995,,0,2,282
283,1112433,0255,Karhupuisto,Viides linja,60.18376,24.95233,,0,1,283
284,1112434,0256,Karhupuisto,Viides linja,60.1835,24.95273,,0,1,284
285,1112436,0258,Kaarlenkatu,Kaarlenkatu,60.18533,24.95146,,0,1,285
286,1113123,2143,Karhupuisto,Fleminginkatu 1,60.1837,24.95316,,0,2,286
287,1113124,2144,Karhupuisto,Fleminginkatu,60.18397,24.95305,,0,2,287
288,1113125,2141,Franzéninkatu,Fleminginkatu 9,60.18528,24.95308,,0,2,288
289,1113126,2142,Franzéninkatu,Fleminginkatu 8,60.18525,24.953016,,0,2,289
290,1113127,2406,Haapaniemi,Hämeentie,60.18261,24.95673,,0,2,290
291,1113131,2410,Sörnäinen(M),Hämeentie 50,60.18685,24.9612,,0,2,291
292,1113140,2405,Haapaniemi,Hämeentie,60.18247,24.95715,,0,2,292
293,1113180,0257,Kaarlenkatu,Kaarlenkatu 11,60.186083,24.951485,,0,0,293
294,1113229,2408,Sörnäinen(M),Hämeentie,60.1867,24.9612,,0,0,294
295,1113432,0309,Haapaniemi,Hämeentie,60.18263,24.9572,,0,1,295
296,1113433,0310,Haapaniemi,Hämeentie 26,60.1828,24.95733,,0,1,296
297,1113434,0311,Käenkuja,Hämeentie 15,60.1849,24.96053,,0,1,297
298,1113435,0312,Käenkuja,Hämeentie 44,60.18558,24.9609,,0,2,298
299,1113480,0257,Kaarlenkatu,Kaarlenkatu 11,60.186083,24.951485,,0,1,299
302,1121111,2146,Brahenkatu,Porvoonkatu 13,60.18938,24.948,,0,2,302
303,1121117,2147,Urheilutalo,Läntinen Brahenkatu,60.18703,24.94856,,0,2,303
304,1121118,2148,Urheilutalo,Länt. Brahenkatu 4,60.18747,24.94834,,0,2,304
305,1121120,2150,Helsinginkatu,Helsinginkatu 20,60.18689,24.95221,,0,2,305
306,1121124,2409,Sörnäinen(M),Hämeentie 31,60.18788,24.9632,,0,2,306
307,1121130,2411,Sörnäinen(M),Hämeentie 33,60.18815,24.96368,,0,2,307
308,1121132,2413,Sörnäinen(M),Hämeentie 35,60.1886,24.96385,,0,2,308
309,1121138,0261,Brahenkatu,Läntinen Brahenkatu,60.18978,24.94826,,0,1,309
310,1121404,0652,Fleminginkatu,Fleminginkatu,60.18905,24.9529,,0,0,310
311,1121405,0651,Helsinginkatu,Fleminginkatu,60.18753,24.95317,,0,0,311
312,1121406,0250,Helsinginkatu,Helsinginkatu,60.18688,24.95236,,0,0,312
