stop_I,stop_id,code,name,desc,lat,lon,parent_I,location_type,wheelchair_boarding,self_or_parent_I
2080,1451115,4518,Pyötsaarenkuja,Viikingintie,60.21634,25.11096,,0,2,2080
2081,1451116,4520,Uiskotie,Viikingintie,60.21833,25.11394,,0,0,2081
2082,1451118,4824,Sormuspolku,Riskutie 22,60.223525,25.10517,,0,0,2082
2083,1451119,4825,Vartiokyläntie,Riskutie,60.221682,25.107668,,0,0,2083
2084,1451121,4826,Lappeentie,Vartiokyläntie 36,60.220048,25.104584,,0,0,2084
2085,1451122,4521,Uiskotie,Viikingintie,60.21834,25.11409,,0,0,2085
2086,1451123,4523,Muinaislinnanpolku,Vartioharjuntie,60.219729,25.114695,,0,2,2086
2087,1451124,4522,Muinaislinnanpolku,Vartioharjuntie,60.219676,25.114693,,0,2,2087
2088,1451125,4369,Inkeroistentie,Kiviportintie,60.22132,25.09444,,0,2,2088
2089,1451126,4370,Inkeroistentie,Kiviportintie,60.22138,25.09411,,0,2,2089
2090,1451127,4525,Itäväylä,Vartioharjuntie,60.220948,25.110713,,0,2,2090
2091,1451128,4524,Itäväylä,Vartioharjuntie,60.220913,25.110622,,0,2,2091
2092,1451139,4516,Kuutsalontie,Rusthollarintie 10,60.21484,25.10371,,0,2,2092
2093,1451174,4517,Kuutsalontie,Rusthollarintie,60.215,25.10471,,0,2,2093
2094,1451175,4365,Valkealantie,Kiviportintie,60.219814,25.100283,,0,2,2094
2095,1451178,4368,Valkealantie,Kiviportintie,60.21973,25.10042,,0,2,2095
2096,1451179,4371,Soraharjuntie,Kiviportintie 33,60.22361,25.09368,,0,2,2096
2097,1451180,4372,Soraharjuntie,Kiviportintie,60.22278,25.09326,,0,2,2097
2098,1451181,4373,Helytie,Kiviportintie,60.22455,25.09775,,0,2,2098
2099,1451182,4374,Helytie,Kiviportintie 66,60.22464,25.09719,,0,1,2099
2100,1451183,4375,Riskutie,Kiviportintie,60.22473,25.10201,,0,2,2100
2101,1451184,4376,Riskutie,Kiviportintie,60.22472,25.10161,,0,2,2101
2102,1451186,4526,Karhulantie,Karhulantie,60.21772,25.10377,,0,2,2102
2103,1451187,4347,Karhulantie,Itäväylä,60.21833,25.10429,,0,2,2103
2104,1451188,4296,Karhulantie,Itäväylä,60.21806,25.10282,,0,0,2104
2105,1451190,4349,Riskutie,Itäväylä,60.22011,25.10815,,0,1,2105
2106,1451191,4348,Riskutie,Itäväylä,60.22017,25.10757,,0,2,2106
2107,1451192,4351,Linnanherrantie,Itäväylä,60.22345,25.11436,,0,2,2107
2108,1451193,4350,Linnanherrantie,Itäväylä,60.22338,25.11381,,0,2,2108
2109,1452100,4799,Meripellontie,Juorumäenkuja,60.208607,25.103713,,0,0,2109
2110,1452101,4506,Vuosaaren silta,Meripellontie,60.208402,25.105996,,0,2,2110
2111,1452102,4507,Vuosaaren silta,Meripellontie,60.208136,25.106727,,0,2,2111
2112,1452103,4502,Meripellontie,Meripellontie,60.208799,25.095008,,0,2,2112
2113,1452104,4503,Meripellontie,Meripellontie,60.208146,25.09688,,0,2,2113
2114,1452105,4500,Rusthollarintie,Meripellontie,60.210859,25.090062,,0,2,2114
2115,1452106,4501,Rusthollarintie,Meripellontie,60.20959,25.091516,,0,2,2115
2116,1452108,4831,Juorumäki,Puotilantie,60.211068,25.102749,,0,0,2116
2117,1452109,4832,Juorumäki,Puotilantie,60.210937,25.102132,,0,0,2117
2118,1452110,4833,Puotinkylän kartano,Puotilantie,60.211812,25.105433,,0,0,2118
2119,1452111,4834,Puotinkylän kartano,Puotilantie,60.211703,25.10526,,0,0,2119
2120,1452112,4345,Rantakartanontie,Vartiokyläntie,60.2166,25.09736,,0,2,2120
2121,1452113,4835,Puotilan leikkiniitt,Rantakartanontie,60.213303,25.102558,,0,0,2121
2122,1452114,4836,Puotilan leikkiniitt,Rantakartanontie,60.213104,25.103069,,0,0,2122
2123,1452119,4299,Puotila (M),Itäväylä,60.21498,25.09323,,0,0,2123
2124,1452133,4499,Rusthollarinkuja,Rusthollarintie,60.21087,25.09252,,0,2,2124
2125,1452134,4498,Rusthollarinkuja,Rusthollarintie,60.21086,25.09226,,0,2,2125
2126,1452137,4515,Leikkimäki,Rusthollarintie,60.21347,25.09955,,0,2,2126
2127,1452138,4514,Leikkimäki,Rusthollarintie 6,60.21358,25.09962,,0,2,2127
2128,1452139,4509,Puotilantie,Klaavuntie 1,60.208948,25.099878,,0,0,2128
2129,1452140,4508,Puotilantie,Klaavuntie 2,60.20889,25.09973,,0,0,2129
2130,1452141,4511,Klaavuntie,Klaavuntie,60.2102,25.09811,,0,0,2130
2131,1452142,4510,Klaavuntie,Klaavuntie,60.210275,25.097863,,0,0,2131
2132,1452143,4513,Puotilan ostoskeskus,Rusthollarintie,60.21244,25.09675,,0,2,2132
2133,1452144,4512,Puotilan ostoskeskus,Rusthollarintie,60.21241,25.09649,,0,2,2133
2134,1452168,4222,Meripellontie,Kunnallisneuv.tie,60.20809,25.09569,,0,2,2134
2135,1452169,4505,Puotilantie,Meripellontie,60.207813,25.101287,,0,2,2135
2136,1452170,4504,Puotilantie,Meripellontie,60.208067,25.098807,,0,2,2136
2137,1452601,0024,Puotila,Puotila,60.214491,25.093754,7538.0,0,0,7538
2138,1452602,0024,Puotila,Puotila,60.214491,25.093754,7538.0,0,0,7538
2139,1453103,4820,Orvokkitie,Arhotie,60.217003,25.089523,,0,0,2139
2140,1453104,4304,Itäkeskus(M),Tallinnanaukio,60.21008,25.0766,7518.0,0,0,7518
2141,1453105,4233,Ratasmyllyntie,Varikkotie,60.20879,25.06718,,0,2,2141
2142,1453106,4234,Ratasmyllyntie,Varikkotie,60.20887,25.06699,,0,2,2142
2143,1453107,4343,Puotila(M),Vanhanlinnantie,60.21557,25.09193,,0,2,2143
2144,1453108,4342,Puotila(M),Vanhanlinnantie,60.21533,25.09017,,0,2,2144
2145,1453109,4283,Arhotie,Myllymestarintie,60.21775,25.08378,,0,2,2145
2146,1453110,4282,Arhotie,Myllymestarintie,60.21752,25.08351,,0,2,2146
2147,1453111,4344,Rantakartanontie,Vanhanlinnantie,60.21633,25.09587,,0,2,2147
2148,1453112,4312,"Itäkeskus(M), tulo",Tallinnanaukio,60.21,25.07796,7518.0,0,0,7518
2149,1453113,4821,Orvokkitie,Arhotie,60.217318,25.08941,,0,0,2149
2150,1453114,4314,"Itäkeskus(M), tulo",Tallinnanaukio,60.21033,25.07785,7518.0,0,0,7518
2151,1453116,4271,Itäkeskus(M),Turunlinnantie,60.21035,25.07629,7518.0,0,2,7518
2152,1453117,4272,Puotinharju,Turunlinnantie,60.21156,25.08114,,0,2,2152
2153,1453118,4273,Puotinharju,Turunlinnantie,60.21144,25.079953,,0,2,2153
2154,1453119,4341,Vanhanlinnantie,Vanhanlinnantie,60.21466,25.08826,,0,2,2154
2155,1453120,4340,Vanhanlinnantie,Vanhanlinnantie,60.21479,25.0882,,0,2,2155
2156,1453121,4281,Vanhanlinnantie,Myllymestarintie,60.21472,25.08581,,0,2,2156
2157,1453122,4275,Korsholmantie,Turunlinnantie,60.21348,25.08321,,0,0,2157
2158,1453123,4822,Arhotie,Arhotie 22,60.218238,25.085768,,0,0,2158
2159,1453125,4818,Nyytorpinpolku,Kukkaniityntie,60.218642,25.093242,,0,0,2159
2160,1453126,4326,Itäkeskus(M),Tallinnanaukio,60.20942,25.07634,7518.0,0,0,7518
2161,1453127,4248,Varikkotie,Ratasmyllyntie,60.20922,25.06617,,0,2,2161
2162,1453128,4328,Itäkeskus(M),Tallinnanaukio,60.20956,25.07691,7518.0,0,0,7518
2163,1453130,4330,Itäkeskus(M),Tallinnanaukio,60.20975,25.07745,7518.0,0,0,7518
2164,1453132,4332,Itäkeskus(M),Laituri 32,60.209881,25.078017,7518.0,0,0,7518
2165,1453134,4298,Puotila(M),Itäväylä,60.21477,25.09232,,0,0,2165
2166,1453151,4252,Kauppamyllyntie,Ratasmyllyntie,60.21594,25.06341,,0,2,2166
2167,1453152,4253,Kauppamyllyntie,Ratasmyllyntie,60.21602,25.06346,,0,2,2167
2168,1453154,4251,Metrovarikko,Ratasmyllyntie,60.21346,25.06794,,0,2,2168
2169,1453155,4250,Metrovarikko,Ratasmyllyntie,60.21265,25.06767,,0,2,2169
2170,1453181,4274,Puotinharju,Turunlinnantie,60.21211,25.08187,,0,2,2170
2171,1453182,4310,Itäkeskus(M),Tallinnanaukio,60.21003,25.0768,7518.0,0,0,7518
2172,1453184,4318,Itäkeskus(M),Tallinnanaukio,60.20952,25.07627,7518.0,0,0,7518
2173,1453185,4249,Varikkotie,Ratasmyllyntie,60.20982,25.06637,,0,2,2173
2174,1453186,4320,Itäkeskus(M),Tallinnanaukio,60.20964,25.07681,7518.0,0,0,7518
2175,1453189,4308,Itäkeskus(M),Tallinnanaukio,60.20987,25.07621,7518.0,0,0,7518
2176,1453202,4302,Itäkeskus(M),Tallinnanaukio,60.20995,25.076058,7518.0,0,0,7518
2177,1453214,4314,"Itäkeskus(M), tulo",Tallinnanaukio,60.21033,25.07785,7518.0,0,0,7518
2178,1453287,4322,Itäkeskus(M),Tallinnanaukio,60.20982,25.07738,7518.0,0,0,7518
2179,1453601,0023,Itäkeskus,Itäkeskus,60.209989,25.077984,7534.0,0,0,7534
2180,1453602,0023,Itäkeskus,Itäkeskus,60.209989,25.077984,7534.0,0,0,7534
2181,1454100,4323,Kurkimäki,Myllymestarintie,60.228233,25.071988,,0,0,2181
2182,1454101,4801,Myllärintie,Harakkamyllyntie,60.224618,25.054735,,0,0,2182
2183,1454102,4802,Harakkamyllyntie,Harakkamyllyntie,60.224782,25.054285,,0,0,2183
2184,1454106,4806,Myllymatkantie,Myllymatkantie,60.22482,25.063323,,0,0,2184
2185,1454107,4807,Tuulimyllyntie,Tuulimyllyntie,60.225975,25.067763,,0,0,2185
2186,1454109,4809,Yläkiventie,Yläkiventie 7,60.222925,25.069883,,0,0,2186
2187,1454110,4276,Jauhokuja,Jauhokuja,60.225633,25.077135,,0,0,2187
2188,1454111,4287,Myllypuron voimal.,Myllymestarintie,60.225,25.07936,,0,2,2188
2189,1454112,4286,Myllypuron voimal.,Myllymestarintie,60.22483,25.0789,,0,2,2189
2190,1454113,4289,Kurkimäki,Myllymestarintie,60.22808,25.0721,,0,2,2190
2191,1454114,4288,Kurkimäki,Myllymestarintie,60.227923,25.071773,,0,2,2191
2192,1454115,4468,Lallukankuja,Lallukantie,60.223549,25.082989,,0,0,2192
2193,1454116,4285,Kukkaniityntie,Myllymestarintie,60.22127,25.08186,,0,0,2193
2194,1454117,4284,Kukkaniityntie,Myllymestarintie,60.22102,25.08156,,0,2,2194
2195,1454118,4277,Mamsellimyllynkatu,Ratasmyllyntie,60.218648,25.058152,,0,0,2195
2196,1454119,4297,Mamsellimyllynkatu,Ratasmyllyntie,60.218012,25.059017,,0,0,2196
2197,1454120,4243,Myllärintie,Viilarintie,60.21841,25.04887,,0,2,2197
2198,1454121,4242,Myllärintie,Viilarintie,60.21847,25.0477,,0,2,2198
2199,1454123,4266,Alakiventie 5,Alakiventie,60.22169,25.07862,,0,2,2199
2200,1454124,4267,Alakiventie 5,Alakiventie,60.22127,25.07884,,0,2,2200
2201,1454127,4489,Lallukankuja,Lallukantie,60.223605,25.082473,,0,0,2201
2202,1454128,4268,Alakiventie,Alakiventie,60.2197,25.07435,,0,2,2202
2203,1454129,4534,Kivikontie,Myllymestarintie,60.230007,25.054294,,0,0,2203
2204,1454131,4537,Latokartanonsilmukka,Kivikontie,60.229633,25.052856,,0,0,2204
2205,1454133,4538,Latokartanonsilmukka,Kivikontie,60.229738,25.05313,,0,0,2205
2206,1454140,4264,Myllypuro(M),Myllypurontie,60.22444,25.07567,,0,2,2206
2207,1454141,4265,Myllypuro(M),Myllypurontie,60.2236,25.07608,,0,2,2207
2208,1454143,4262,Karistimentie,Myllypurontie,60.22775,25.0709,,0,2,2208
2209,1454144,4263,Karistimentie,Myllypurontie,60.22739,25.07177,,0,2,2209
2210,1454145,4260,Myllymatkantie,Myllypurontie,60.227,25.06296,,0,2,2210
2211,1454146,4261,Myllymatkantie,Myllypurontie,60.22731,25.06406,,0,2,2211
2212,1454147,4258,Orpaanporras,Myllypurontie,60.22353,25.05775,,0,1,2212
2213,1454148,4259,Orpaanporras,Myllypurontie,60.22447,25.05881,,0,2,2213
2214,1454149,4256,Neulapadontie,Myllypadontie 6,60.22198,25.05776,,0,1,2214
2215,1454150,4257,Neulapadontie,Myllypadontie 6,60.22192,25.05795,,0,2,2215
2216,1454156,4255,Kolsintie,Ratasmyllyntie,60.21997,25.05752,,0,2,2216
2217,1454157,4254,Kolsintie,Ratasmyllyntie,60.22014,25.05738,,0,2,2217
2218,1454184,4068,Siilitie 13,Siilitie,60.21495,25.04414,,0,2,2218
2219,1454192,4800,Myllypadontie,Myllypadontie,60.220467,25.064765,,0,0,2219
2220,1454601,0027,Myllypuro,Myllypuro,60.224587,25.07646,7535.0,0,0,7535
2221,1454602,0027,Myllypuro,Myllypuro,60.224587,25.07646,7535.0,0,0,7535
2222,1455101,4490,Itäpolku,Marjaniementie,60.2075,25.0753,,0,2,2222
2223,1455102,4491,Itäpolku,Marjaniementie,60.20757,25.07562,,0,2,2223
2224,1455108,4797,Koivuniementie,Niittyranta,60.204917,25.094463,,0,0,2224
2225,1455109,4493,Kauppakartanonkuja,Kauppakartanonkatu,60.20635,25.07659,,0,2,2225
2226,1455110,4492,Kauppakartanonkuja,Kauppakartanonkatu,60.2067,25.07833,,0,2,2226
2227,1455111,4798,Kunnallisneuvoksent,Niittyranta,60.206107,25.094846,,0,0,2227
2228,1455112,4294,Niittyranta,Marjaniementie,60.203288,25.095087,,0,0,2228
2229,1455113,4295,Niittyranta,Marjaniementie,60.203251,25.095111,,0,0,2229
2230,1455129,4494,Asiakkaankatu,Kauppakartanonkatu,60.2078,25.0823,,0,2,2230
2231,1455130,4495,Asiakkaankatu,Kauppakartanonk. 11,60.20779,25.08187,,0,2,2231
2232,1455131,4496,Kauppakartanonkatu,Kauppakartanonk. 10,60.20916,25.08738,,0,2,2232
2233,1455132,4497,Kauppakartanonkatu,Kauppakartanonkatu,60.20912,25.08664,,0,2,2233
2234,1455158,4211,Tulisuonkuja,Tulisuontie,60.20285,25.07329,,0,2,2234
2235,1455159,4210,Tulisuonkuja,Tulisuontie,60.20303,25.07354,,0,2,2235
2236,1455160,4215,Puolaharju,Marjaniementie 48,60.20324,25.08139,,0,2,2236
2237,1455161,4214,Puolaharju,Marjaniementie,60.20354,25.07957,,0,2,2237
2238,1455162,4217,Marjaniemi,Kissankellontie,60.2043,25.0858,,0,2,2238
2239,1455163,4216,Marjaniemi,Kissankellontie 2-4,60.20378,25.08538,,0,2,2239
2240,1455164,4219,Kissankellontie,Kissankellontie 11,60.2056,25.08853,,0,2,2240
2241,1455165,4218,Kissankellontie,Kissankellontie 6,60.20593,25.0889,,0,2,2241
2242,1455166,4221,Niittyranta,Kunnallisneuv.tie 17,60.206,25.09324,,0,2,2242
2243,1455167,4220,Niittyranta,Kunnallisneuv.tie,60.20618,25.09335,,0,2,2243
2244,1455171,4213,Marjaniementie,Marjaniementie,60.20428,25.07685,,0,2,2244
2245,1455172,4212,Marjaniementie,Tulisuontie,60.20392,25.07614,,0,2,2245
2246,1455173,4337,Marjaniementie,Marjaniementie,60.20466,25.07662,,0,0,2246
2247,1456107,4231,Roihupelto,Varikkotie,60.20955,25.05867,,0,2,2247
2248,1456118,4247,Roihupelto,Viilarintie,60.2102,25.05852,,0,2,2248
2249,1456153,4232,Roihupelto,Viilarintie,60.209323,25.056896,,0,2,2249
2250,1456194,4237,Pulttitie,Putkitie,60.20997,25.05373,,0,2,2250
2251,1456195,4236,Putkitie,Laippatie,60.209516,25.053738,,0,0,2251
2252,1456196,4239,Tulppatie,Tulppatie 5,60.21155,25.05357,,0,2,2252
2253,1456197,4241,Levytie,Tulppatie 7,60.2124,25.04932,,0,2,2253
2254,1456198,4238,Laippatie,Laippatie 14,60.2107,25.04788,,0,2,2254
2255,1457106,4334,Itäkeskus,Itäväylä,60.209455,25.078313,,0,0,2255
2256,1457107,4331,Itäkeskus,Itäväylä,60.209231,25.079047,,0,0,2256
2257,1461100,1810,Poutamäentie,Poutamäentie 10,60.217582,24.856695,,0,0,2257
2258,1461105,1505,Pajamäki,Pajamäentie 7,60.218871,24.856761,,0,0,2258
2259,1461107,1597,Pajamäentie,Pajamäentie,60.21949,24.86042,,0,2,2259
2260,1461108,1596,Pajamäentie,Pajamäentie,60.21946,24.86058,,0,2,2260
2261,1461109,1599,Pajamäki,Pajamäentie 9,60.21904,24.85532,,0,2,2261
2262,1461110,1598,Pajamäki,Pajamäentie 6,60.21884,24.85662,,0,2,2262
2263,1462106,1520,Talin siirt.puutarha,Pitäjänmäentie,60.21957,24.86324,,0,1,2263
2264,1463101,1805,Knuutintie,Henrikintie,60.22546,24.84836,,0,0,2264
2265,1463102,1804,Knuutintie,Henrikintie,60.22575,24.84729,,0,0,2265
2266,1463103,,Kyläkirkko,Henrikintie,60.225984,24.843539,,0,0,2266
2267,1463104,1806,Kyläkirkko,Henrikintie 10,60.226,24.84334,,0,0,2267
2268,1463105,1808,Taavinkuja,Taavinkuja 6,60.224147,24.841875,,0,0,2268
2269,1463106,1809,Kotikallio,Kyläkirkontie,60.222702,24.842162,,0,0,2269
2270,1463113,1525,Pitäjänmäen asema,Pitäjänmäentie,60.22448,24.85743,,0,2,2270
2271,1463114,1524,Pitäjänmäen asema,Pitäjänmäentie,60.22425,24.85844,,0,2,2271
2272,1463115,1527,Jännetie,Konalantie 1,60.22716,24.85318,,0,2,2272
2273,1463116,1526,Jännetie,Konalantie 10,60.22633,24.85406,,0,2,2273
2274,1463117,1571,Konalan puisto,Vihdintie,60.23393,24.862,,0,0,2274
2275,1463118,1570,Konalan puisto,Vihdintie,60.23293,24.86311,,0,0,2275
2276,1463180,1529,Kokkokallio,Konalantie,60.2288,24.84913,,0,2,2276
2277,1463181,1528,Kokkokallio,Konalantie 22,60.22888,24.84861,,0,2,2277
2278,1463203,1807,Kyläkirkko,Henrikintie,60.22606,24.84258,,0,0,2278
2279,1463211,1801,Henrikintie,Turuntie,60.22455,24.84853,,0,0,2279
2280,1463226,1610,Vihdintie,Kehä I,60.23445,24.86434,,0,0,2280
2281,1464123,1569,Marttila,Vihdintie,60.22792,24.87272,,0,2,2281
2282,1464135,1615,Atomitie,Kaupintie,60.22389,24.86523,,0,2,2282
2283,1465100,1986,Henrikintie,Pitäjänmäentie,60.224845,24.850474,,0,0,2283
2284,1465101,1517,Valimotie,Pitäjänmäentie,60.21574,24.87448,,0,2,2284
2285,1465102,1516,Valimotie,Pitäjänmäentie,60.214819,24.876593,,0,1,2285
2286,1465103,1519,Takomotie,Pitäjänmäentie,60.21776,24.86884,,0,2,2286
2287,1465104,1518,Takomotie,Pitäjänmäentie,60.21694,24.87051,,0,2,2287
2288,1465105,1521,Talin siirt.puutarha,Pitäjänmäentie,60.21991,24.86304,,0,2,2288
2289,1465106,1605,Takomokuja,Valimotie,60.220779,24.876585,,0,0,2289
2290,1465111,1522,Takkatie,Pitäjänmäentie,60.22108,24.86157,,0,2,2290
2291,1465112,1523,Takkatie,Pitäjänmäentie,60.22245,24.86279,,0,2,2291
2292,1465131,1619,Marttila,Kaupintie,60.22716,24.87217,,0,2,2292
2293,1465133,1617,Meijeritie,Kaupintie,60.22509,24.86806,,0,2,2293
2294,1465134,1616,Meijeritie,Kaupintie,60.2258,24.8696,,0,2,2294
2295,1465136,1614,Atomitie,Kaupintie,60.22436,24.8672,,0,2,2295
2296,1465143,1515,Höyläämötie,Pitäjänmäentie,60.21437,24.8791,,0,2,2296
2297,1465145,1601,Valimotie,Valimotie 1,60.21562,24.87617,,0,2,2297
2298,1465146,1602,Valimotie 15,Valimotie 15,60.21857,24.87877,,0,2,2298
2299,1465147,1603,Valimotie 15,Valimotie 15,60.21922,24.87837,,0,2,2299
2300,1465148,1604,Valimo,Valimotie 29,60.22054,24.87679,,0,2,2300
2301,1465177,1441,Vanha viertotie,Vanha viertotie,60.213022,24.879553,,0,2,2301
2302,1465501,0080,Valimo,Valimopolku 3,60.222076,24.87597,7547.0,0,0,7547
2303,1465502,0081,Pitäjänmäki,Pitäjänmäentie 40,60.223182,24.860518,7548.0,0,0,7548
2304,1465551,0080,Valimo,Valimopolku 3,60.222076,24.875988,7547.0,0,0,7547
2305,1465552,0081,Pitäjänmäki,Pitäjänmäentie 40,60.223155,24.860481,7548.0,0,0,7548
2306,1471105,4855,Ostoskuja,Ostostie 3,60.23883,25.084705,,0,0,2306
2307,1471106,4856,Ostoskuja,Ostostie 2,60.238799,25.084924,,0,0,2307
2308,1471108,4858,Kontukuja,Kontukuja 3,60.243305,25.08491,,0,0,2308
2309,1471109,4424,Kontula(M),Keinulaudantie,60.23621,25.08146,7517.0,0,0,7517
2310,1471111,4851,Naapurinpolku,Naapurintie,60.232415,25.088397,,0,0,2310
2311,1471112,4852,Naapurinpolku,Naapurintie,60.232783,25.088534,,0,0,2311
2312,1471113,4462,Paneliantie,Kotikonnuntie,60.243563,25.087428,,0,0,2312
2313,1471114,4388,Lallukantie,Lallukantie,60.224607,25.084945,,0,0,2313
2314,1471115,4406,Kontulankuja,Kontulantie,60.23753,25.09072,,0,2,2314
2315,1471116,4407,Kontulankuja,Kontulantie,60.23749,25.09319,,0,2,2315
2316,1471117,4404,Kontula(M),Kontulantie,60.23608,25.08512,7517.0,0,2,7517
2317,1471118,4405,Kontula(M),Kontulantie,60.23638,25.08713,7517.0,0,2,7517
2318,1471119,4402,Porttitie,Kontulantie,60.23294,25.08019,,0,2,2318
2319,1471120,4403,Porttitie,Kontulantie,60.23377,25.08125,,0,2,2319
2320,1471122,4462,Paneliantie,Kotikonnuntie,60.243524,25.087752,,0,1,2320
2321,1471123,4389,Häyhäntie,Humikkalantie,60.22723,25.08458,,0,2,2321
2322,1471124,4390,Häyhäntie,Humikkalantie 8,60.22677,25.08374,,0,2,2322
2323,1471125,4391,Humikkalankuja,Porttitie,60.22981,25.08912,,0,2,2323
2324,1471126,4392,Humikkalankuja,Humikkalantie,60.2287,25.0882,,0,1,2324
2325,1471129,4379,Linnanherrantie,Humikkalantie 63,60.22999,25.09946,,0,2,2325
2326,1471130,4380,Linnanherrantie,Linnanherrantie,60.22933,25.0996,,0,2,2326
2327,1471133,4488,Keinutie,Keinutie,60.23795,25.07195,,0,0,2327
2328,1471135,4433,Rapolantie,Kontulankaari,60.24573,25.08023,,0,2,2328
2329,1471136,4457,Kivikonkaari,Kivikonkaari,60.23977,25.07401,,0,2,2329
2330,1471137,4421,Kontula(M),Keinulaudantie,60.23596,25.08106,7517.0,0,2,7517
2331,1471138,4422,Kontula(M),Keinulaudantie,60.235943,25.080696,7517.0,0,2,7517
2332,1471139,4425,Kaarikuja,Kontulankaari,60.23797,25.07866,,0,2,2332
2333,1471140,4426,Kaarikuja,Kontulankaari 4,60.23795,25.07819,,0,2,2333
2334,1471141,4427,Kivikonkaari,Kontulankaari 1,60.24007,25.07459,,0,2,2334
2335,1471142,4428,Kivikonkaari,Kontulankaari,60.23916,25.07499,,0,0,2335
2336,1471143,4429,Sakara,Kontulankaari,60.24255,25.07526,,0,2,2336
2337,1471144,4430,Sakara,Kontulankaari,60.24251,25.07514,,0,2,2337
2338,1471145,4431,Kontulankaari 11,Kontulankaari 11,60.2449,25.07744,,0,2,2338
2339,1471146,4432,Kontulankaari 11,Kontulankaari,60.24535,25.07797,,0,2,2339
2340,1471147,4434,Rapolantie,Kontulankaari,60.24645,25.0829,,0,2,2340
2341,1471149,4459,Ostostie,Kotikonnuntie,60.23947,25.0862,,0,2,2341
2342,1471150,4458,Ostostie,Kotikonnuntie,60.23846,25.0869,,0,2,2342
2343,1471151,4461,Leikkikuja,Kotikonnuntie,60.24156,25.08644,,0,2,2343
2344,1471152,4460,Leikkikuja,Kotikonnuntie,60.24167,25.08631,,0,2,2344
2345,1471153,4857,Kontulan terveysas.,Ostoskuja,60.237977,25.08401,,0,0,2345
2346,1471154,4455,Keinutie,Keinutie,60.238443,25.071928,,0,2,2346
2347,1471155,4456,Kiikku,Keinutie,60.23607,25.0716,,0,2,2347
2348,1471156,4396,Porttikuja,Porttitie,60.23179,25.08045,,0,2,2348
2349,1471157,4394,Naapurintie,Porttitie,60.23065,25.0857,,0,2,2349
2350,1471158,4393,Naapurintie,Porttitie,60.23084,25.08527,,0,2,2350
2351,1471159,4413,Kontula(M),Kontulankaari,60.23613,25.08247,7517.0,0,2,7517
2352,1471160,4412,Kontula(M),Laiturialue,60.23591,25.08208,7517.0,0,2,7517
2353,1471161,4853,Naapurintie,Naapurintie,60.23459,25.086745,,0,0,2353
2354,1471164,4387,Karjatanhuanpolku,Klamintie,60.225494,25.083088,,0,0,2354
2355,1471171,4417,Kurkiauranpolku,Karpalotie,60.23145,25.07625,,0,2,2355
2356,1471172,4418,Kurkiauranpolku,Karpalotie,60.231,25.0756,,0,2,2356
2357,1471173,4419,Keinulaudantie,Karpalotie,60.23353,25.07833,,0,2,2357
2358,1471174,4420,Keinulaudantie,Karpalotie,60.23335,25.07789,,0,2,2358
2359,1471175,4415,Kurkiaispolku,Karpalotie,60.22913,25.074,,0,2,2359
2360,1471176,4416,Kurkiaispolku,Karpalotie,60.22852,25.07353,,0,2,2360
2361,1471177,4438,Harmaahaikarankuja,Kurkimäentie,60.22886,25.06757,,0,2,2361
2362,1471178,4437,Harmaahaikarankuja,Kurkimäentie,60.22896,25.06766,,0,2,2362
2363,1471179,4414,Kontula(M),Kontulankaari,60.23602,25.0822,7517.0,0,2,7517
2364,1471180,4439,Kuovipolku,Kurkimäentie,60.23153,25.06444,,0,2,2364
2365,1471181,4423,Kontula(M),Kontulankaari,60.23674,25.08167,7517.0,0,2,7517
2366,1471182,4880,Veteraanikuja,Kurkisuontie 22,60.232998,25.066393,,0,0,2366
2367,1471183,4440,Kuovipolku,Kurkimäentie,60.2309,25.06506,,0,2,2367
2368,1471184,4878,Keinupolku,Kurkisuontie,60.233521,25.071645,,0,0,2368
2369,1471185,4395,Porttikuja,Porttitie,60.2317,25.08121,,0,2,2369
2370,1471186,4876,Karpalopolku,Kurkisuontie,60.232621,25.075207,,0,0,2370
2371,1471189,4309,Kontula(M),Kontulankaari,60.236731,25.081263,7517.0,0,0,7517
2372,1471190,4401,Sirrikuja,Kontulantie,60.23081,25.07872,,0,2,2372
2373,1471191,4400,Sirrikuja,Kontulantie,60.23008,25.0777,,0,2,2373
2374,1471193,4881,Veteraanikuja,Kurkisuontie 9,60.232917,25.066373,,0,0,2374
2375,1471195,4879,Keinupolku,Kurkisuontie,60.233183,25.072008,,0,0,2375
2376,1471197,4877,Karpalopolku,Kurkisuontie,60.232502,25.075328,,0,0,2376
2377,1472100,4892,Aarteenetsijäntie,Paneliantie,60.23998,25.102835,,0,0,2377
2378,1472101,4482,Mellunmäki(M),Mellunmäki(M),60.2383,25.10849,7523.0,0,2,7523
2379,1472102,4481,Mellunmäki(M),Mellunmäki(M),60.23845,25.10902,7523.0,0,1,7523
2380,1472104,4883,Tuukkalankuja,Tuukkalankuja,60.24155,25.102138,,0,0,2380
2381,1472105,4397,Ohralankuja,Tuhkanummentie,60.232535,25.102188,,0,0,2381
2382,1472106,4886,Koskenhaantie,Vesalantie,60.2441,25.092507,,0,0,2382
2383,1472107,4887,Koskenhaantie,Vesalantie,60.244176,25.092504,,0,0,2383
2384,1472108,4888,Vesalantie,Tuukkalantie 12,60.242326,25.100387,,0,0,2384
2385,1472109,4889,Vesalantie,Tuukkalantie 15,60.242467,25.100397,,0,0,2385
2386,1472110,4890,Paneliantie,Tuukkalantie 4,60.240835,25.100391,,0,0,2386
